bioguide,chamber,name,party,rank,thomas,thomas_id,title
H001048,,Duncan Hunter,majority,5,01909,HSAS28,Vice Chair
H001053,,Vicky Hartzler,majority,6,02032,HSAS28,
C001094,,Paul Cook,majority,7,02103,HSAS28,
B001283,,Jim Bridenstine,majority,8,02155,HSAS28,
W000813,,Jackie Walorski,majority,9,02128,HSAS28,
Z000018,,Ryan K. Zinke,majority,10,02254,HSAS28,
K000387,,Stephen Knight,majority,11,02228,HSAS28,
R000604,,Steve Russell,majority,12,02265,HSAS28,
C001069,,Joe Courtney,minority,1,01836,HSAS28,Ranking Member
L000559,,James R. Langevin,minority,2,01668,HSAS28,
L000560,,Rick Larsen,minority,3,01675,HSAS28,
B001245,,Madeleine Z. Bordallo,minority,4,01723,HSAS28,
J000288,,"Henry C. ""Hank"" Johnson Jr.",minority,5,01843,HSAS28,
P000608,,Scott H. Peters,minority,6,02113,HSAS28,
G000571,,Tulsi Gabbard,minority,7,02122,HSAS28,
M001196,,Seth Moulton,minority,9,02246,HSAS28,
R000575,,Mike Rogers,majority,1,01704,HSAS29,Chair
F000448,,Trent Franks,majority,2,01707,HSAS29,
L000564,,Doug Lamborn,majority,3,01834,HSAS29,Vice Chair
C001077,,Mike Coffman,majority,4,01912,HSAS29,
B001274,,Mo Brooks,majority,5,01987,HSAS29,
B001283,,Jim Bridenstine,majority,6,02155,HSAS29,
B001250,,Rob Bishop,majority,8,01753,HSAS29,
T000463,,Michael R. Turner,majority,9,01741,HSAS29,
C000754,,Jim Cooper,minority,1,00231,HSAS29,Ranking Member
L000560,,Rick Larsen,minority,3,01675,HSAS29,
G000559,,John Garamendi,minority,4,01973,HSAS29,
A000371,,Pete Aguilar,minority,6,02229,HSAS29,
H001036,,Jeb Hensarling,majority,1,01749,HSBA,Chair
K000210,,Peter T. King,majority,2,00635,HSBA,
R000487,,Edward R. Royce,majority,3,00998,HSBA,
L000491,,Frank D. Lucas,majority,4,00711,HSBA,
M001156,,Patrick T. McHenry,majority,7,01792,HSBA,Vice Chair
P000588,,Stevan Pearce,majority,8,01738,HSBA,
P000599,,Bill Posey,majority,9,01915,HSBA,
L000569,,Blaine Luetkemeyer,majority,12,01931,HSBA,
H001058,,Bill Huizenga,majority,13,02028,HSBA,
D000614,,Sean P. Duffy,majority,14,02072,HSBA,
S001187,,Steve Stivers,majority,16,02047,HSBA,
M001182,,Mick Mulvaney,majority,19,02059,HSBA,
H001059,,Randy Hultgren,majority,20,02015,HSBA,
R000593,,Dennis A. Ross,majority,21,02003,HSBA,
P000606,,Robert Pittenger,majority,22,02141,HSBA,
W000812,,Ann Wagner,majority,23,02137,HSBA,
B001282,,Andy Barr,majority,24,02131,HSBA,
R000598,,Keith J. Rothfus,majority,25,02158,HSBA,
M001189,,Luke Messer,majority,26,02130,HSBA,
S001183,,David Schweikert,majority,27,01994,HSBA,
T000470,,Scott R. Tipton,majority,29,01997,HSBA,
W000816,,Roger Williams,majority,30,02165,HSBA,
P000611,,Bruce Poliquin,majority,31,02247,HSBA,
L000584,,Mia B. Love,majority,32,02271,HSBA,
H001072,,J. French Hill,majority,33,02223,HSBA,
E000294,,Tom Emmer,majority,34,02253,HSBA,
W000187,,Maxine Waters,minority,1,01205,HSBA,Ranking Member
M000087,,Carolyn B. Maloney,minority,2,00729,HSBA,
V000081,,Nydia M. Velázquez,minority,3,01184,HSBA,
S000344,,Brad Sherman,minority,4,01526,HSBA,
M001137,,Gregory W. Meeks,minority,5,01506,HSBA,
C001037,,Michael E. Capuano,minority,6,01564,HSBA,
C001049,,Wm. Lacy Clay,minority,8,01654,HSBA,
L000562,,Stephen F. Lynch,minority,9,01686,HSBA,
S001157,,David Scott,minority,10,01722,HSBA,
G000553,,Al Green,minority,11,01803,HSBA,
C001061,,Emanuel Cleaver,minority,12,01790,HSBA,
M001160,,Gwen Moore,minority,13,01811,HSBA,
E000288,,Keith Ellison,minority,14,01857,HSBA,
P000593,,Ed Perlmutter,minority,15,01835,HSBA,
H001047,,James A. Himes,minority,16,01913,HSBA,
S001185,,Terri A. Sewell,minority,18,01988,HSBA,
F000454,,Bill Foster,minority,19,01888,HSBA,
K000380,,Daniel T. Kildee,minority,20,02134,HSBA,
D000620,,John K. Delaney,minority,22,02133,HSBA,
S001191,,Kyrsten Sinema,minority,23,02099,HSBA,
B001281,,Joyce Beatty,minority,24,02153,HSBA,
H001064,,Denny Heck,minority,25,02170,HSBA,
V000130,,Juan Vargas,minority,26,02112,HSBA,
L000569,,Blaine Luetkemeyer,majority,1,01931,HSBA04,Chair
R000487,,Edward R. Royce,majority,3,00998,HSBA04,
P000588,,Stevan Pearce,majority,5,01738,HSBA04,
P000599,,Bill Posey,majority,6,01915,HSBA04,
S001187,,Steve Stivers,majority,8,02047,HSBA04,
R000593,,Dennis A. Ross,majority,9,02003,HSBA04,
B001282,,Andy Barr,majority,10,02131,HSBA04,
R000598,,Keith J. Rothfus,majority,11,02158,HSBA04,
W000816,,Roger Williams,majority,12,02165,HSBA04,
H001036,,Jeb Hensarling,majority,13,01749,HSBA04,Ex Officio
C001061,,Emanuel Cleaver,minority,1,01790,HSBA04,Ranking Member
V000081,,Nydia M. Velázquez,minority,2,01184,HSBA04,
C001037,,Michael E. Capuano,minority,3,01564,HSBA04,
C001049,,Wm. Lacy Clay,minority,4,01654,HSBA04,
G000553,,Al Green,minority,5,01803,HSBA04,
M001160,,Gwen Moore,minority,6,01811,HSBA04,
E000288,,Keith Ellison,minority,7,01857,HSBA04,
B001281,,Joyce Beatty,minority,8,02153,HSBA04,
K000380,,Daniel T. Kildee,minority,9,02134,HSBA04,
W000187,,Maxine Waters,minority,10,01205,HSBA04,Ex Officio
D000614,,Sean P. Duffy,majority,1,02072,HSBA09,Chair
K000210,,Peter T. King,majority,3,00635,HSBA09,
M001156,,Patrick T. McHenry,majority,4,01792,HSBA09,
M001182,,Mick Mulvaney,majority,7,02059,HSBA09,
H001059,,Randy Hultgren,majority,8,02015,HSBA09,
W000812,,Ann Wagner,majority,9,02137,HSBA09,
T000470,,Scott R. Tipton,majority,10,01997,HSBA09,
P000611,,Bruce Poliquin,majority,11,02247,HSBA09,
H001072,,J. French Hill,majority,12,02223,HSBA09,
H001036,,Jeb Hensarling,majority,13,01749,HSBA09,Ex Officio
G000553,,Al Green,minority,1,01803,HSBA09,Ranking Member
C001037,,Michael E. Capuano,minority,2,01564,HSBA09,
C001061,,Emanuel Cleaver,minority,3,01790,HSBA09,
E000288,,Keith Ellison,minority,4,01857,HSBA09,
D000620,,John K. Delaney,minority,5,02133,HSBA09,
B001281,,Joyce Beatty,minority,6,02153,HSBA09,
H001064,,Denny Heck,minority,7,02170,HSBA09,
S001191,,Kyrsten Sinema,minority,8,02099,HSBA09,
V000130,,Juan Vargas,minority,9,02112,HSBA09,
W000187,,Maxine Waters,minority,10,01205,HSBA09,Ex Officio
P000588,,Stevan Pearce,majority,2,01738,HSBA15,Vice Chair
L000491,,Frank D. Lucas,majority,3,00711,HSBA15,
P000599,,Bill Posey,majority,4,01915,HSBA15,
L000569,,Blaine Luetkemeyer,majority,7,01931,HSBA15,
M001182,,Mick Mulvaney,majority,9,02059,HSBA15,
P000606,,Robert Pittenger,majority,10,02141,HSBA15,
B001282,,Andy Barr,majority,11,02131,HSBA15,
R000598,,Keith J. Rothfus,majority,12,02158,HSBA15,
T000470,,Scott R. Tipton,majority,14,01997,HSBA15,
W000816,,Roger Williams,majority,15,02165,HSBA15,
L000584,,Mia B. Love,majority,16,02271,HSBA15,
E000294,,Tom Emmer,majority,17,02253,HSBA15,
H001036,,Jeb Hensarling,majority,18,01749,HSBA15,Ex Officio
C001049,,Wm. Lacy Clay,minority,1,01654,HSBA15,Ranking Member
M001137,,Gregory W. Meeks,minority,2,01506,HSBA15,
S001157,,David Scott,minority,4,01722,HSBA15,
M000087,,Carolyn B. Maloney,minority,5,00729,HSBA15,
V000081,,Nydia M. Velázquez,minority,6,01184,HSBA15,
S000344,,Brad Sherman,minority,7,01526,HSBA15,
L000562,,Stephen F. Lynch,minority,8,01686,HSBA15,
C001037,,Michael E. Capuano,minority,9,01564,HSBA15,
D000620,,John K. Delaney,minority,10,02133,HSBA15,
H001064,,Denny Heck,minority,11,02170,HSBA15,
S001191,,Kyrsten Sinema,minority,12,02099,HSBA15,
V000130,,Juan Vargas,minority,13,02112,HSBA15,
W000187,,Maxine Waters,minority,14,01205,HSBA15,Ex Officio
K000210,,Peter T. King,majority,3,00635,HSBA16,
R000487,,Edward R. Royce,majority,4,00998,HSBA16,
M001156,,Patrick T. McHenry,majority,6,01792,HSBA16,
H001058,,Bill Huizenga,majority,7,02028,HSBA16,
D000614,,Sean P. Duffy,majority,8,02072,HSBA16,
S001187,,Steve Stivers,majority,9,02047,HSBA16,
H001059,,Randy Hultgren,majority,11,02015,HSBA16,
R000593,,Dennis A. Ross,majority,12,02003,HSBA16,
W000812,,Ann Wagner,majority,13,02137,HSBA16,
M001189,,Luke Messer,majority,14,02130,HSBA16,
S001183,,David Schweikert,majority,15,01994,HSBA16,
P000611,,Bruce Poliquin,majority,16,02247,HSBA16,
H001072,,J. French Hill,majority,17,02223,HSBA16,
H001036,,Jeb Hensarling,majority,18,01749,HSBA16,Ex Officio
M000087,,Carolyn B. Maloney,minority,1,00729,HSBA16,Ranking Member
S000344,,Brad Sherman,minority,2,01526,HSBA16,
L000562,,Stephen F. Lynch,minority,4,01686,HSBA16,
P000593,,Ed Perlmutter,minority,5,01835,HSBA16,
S001157,,David Scott,minority,6,01722,HSBA16,
H001047,,James A. Himes,minority,7,01913,HSBA16,
E000288,,Keith Ellison,minority,8,01857,HSBA16,
F000454,,Bill Foster,minority,9,01888,HSBA16,
M001137,,Gregory W. Meeks,minority,10,01506,HSBA16,
S001185,,Terri A. Sewell,minority,12,01988,HSBA16,
W000187,,Maxine Waters,minority,14,01205,HSBA16,Ex Officio
H001058,,Bill Huizenga,majority,1,02028,HSBA20,Chair
M001182,,Mick Mulvaney,majority,2,02059,HSBA20,Vice Chair
L000491,,Frank D. Lucas,majority,3,00711,HSBA20,
P000588,,Stevan Pearce,majority,4,01738,HSBA20,
P000606,,Robert Pittenger,majority,7,02141,HSBA20,
M001189,,Luke Messer,majority,8,02130,HSBA20,
S001183,,David Schweikert,majority,9,01994,HSBA20,
L000584,,Mia B. Love,majority,11,02271,HSBA20,
E000294,,Tom Emmer,majority,12,02253,HSBA20,
H001036,,Jeb Hensarling,majority,13,01749,HSBA20,Ex Officio
M001160,,Gwen Moore,minority,1,01811,HSBA20,Ranking Member
F000454,,Bill Foster,minority,2,01888,HSBA20,
P000593,,Ed Perlmutter,minority,3,01835,HSBA20,
H001047,,James A. Himes,minority,4,01913,HSBA20,
S001185,,Terri A. Sewell,minority,6,01988,HSBA20,
K000380,,Daniel T. Kildee,minority,8,02134,HSBA20,
H001064,,Denny Heck,minority,9,02170,HSBA20,
W000187,,Maxine Waters,minority,10,01205,HSBA20,Ex Officio
P000591,,Tom Price,majority,1,01778,HSBU,Chair
D000600,,Mario Diaz-Balart,majority,3,01717,HSBU,
C001053,,Tom Cole,majority,4,01742,HSBU,
M001177,,Tom McClintock,majority,5,01908,HSBU,
B001273,,Diane Black,majority,6,02063,HSBU,
R000592,,Todd Rokita,majority,7,02017,HSBU,Vice Chair
W000810,,Rob Woodall,majority,8,02008,HSBU,
H001053,,Vicky Hartzler,majority,9,02032,HSBU,
S000051,,Mark Sanford,majority,12,01012,HSBU,
W000809,,Steve Womack,majority,13,01991,HSBU,
B001290,,Dave Brat,majority,14,02203,HSBU,
B001294,,Rod Blum,majority,15,02241,HSBU,
M001195,,Alexander X. Mooney,majority,16,02277,HSBU,
G000576,,Glenn Grothman,majority,17,02276,HSBU,
P000609,,Gary J. Palmer,majority,18,02221,HSBU,
M001194,,John R. Moolenaar,majority,19,02248,HSBU,
W000821,,Bruce Westerman,majority,20,02224,HSBU,
R000586,,James B. Renacci,majority,21,02048,HSBU,
J000292,,Bill Johnson,majority,22,02046,HSBU,
V000128,,Chris Van Hollen,minority,1,01729,HSBU,Ranking Member
Y000062,,John A. Yarmuth,minority,2,01853,HSBU,
P000096,,Bill Pascrell Jr.,minority,3,01510,HSBU,
R000577,,Tim Ryan,minority,4,01756,HSBU,
M001160,,Gwen Moore,minority,5,01811,HSBU,
C001066,,Kathy Castor,minority,6,01839,HSBU,
L000551,,Barbara Lee,minority,8,01501,HSBU,
P000607,,Mark Pocan,minority,9,02171,HSBU,
L000580,,Michelle Lujan Grisham,minority,10,02146,HSBU,
D000624,,Debbie Dingell,minority,11,02251,HSBU,
L000582,,Ted Lieu,minority,12,02230,HSBU,
N000188,,Donald Norcross,minority,13,02202,HSBU,
M001196,,Seth Moulton,minority,14,02246,HSBU,
W000795,,Joe Wilson,majority,2,01688,HSED,
F000450,,Virginia Foxx,majority,3,01791,HSED,
H001048,,Duncan Hunter,majority,4,01909,HSED,
R000582,,David P. Roe,majority,5,01954,HSED,
T000467,,Glenn Thompson,majority,6,01952,HSED,
W000798,,Tim Walberg,majority,7,01855,HSED,
G000558,,Brett Guthrie,majority,9,01922,HSED,
R000592,,Todd Rokita,majority,10,02017,HSED,
B001269,,Lou Barletta,majority,11,02054,HSED,
M001189,,Luke Messer,majority,13,02130,HSED,
B001289,,Bradley Byrne,majority,14,02197,HSED,
B001290,,Dave Brat,majority,15,02203,HSED,
C001103,,"Earl L. ""Buddy"" Carter",majority,16,02236,HSED,
B001293,,Mike Bishop,majority,17,02249,HSED,
G000576,,Glenn Grothman,majority,18,02276,HSED,
R000604,,Steve Russell,majority,19,02265,HSED,
C001107,,Carlos Curbelo,majority,20,02235,HSED,
S001196,,Elise M. Stefanik,majority,21,02263,HSED,
A000372,,Rick W. Allen,majority,22,02239,HSED,
S000185,,"Robert C. ""Bobby"" Scott",minority,1,01037,HSED,Ranking Member
D000598,,Susan A. Davis,minority,3,01641,HSED,
G000551,,Raúl M. Grijalva,minority,4,01708,HSED,
C001069,,Joe Courtney,minority,5,01836,HSED,
F000455,,Marcia L. Fudge,minority,6,01895,HSED,
P000598,,Jared Polis,minority,7,01910,HSED,
S001177,,Gregorio Kilili Camacho Sablan,minority,8,01962,HSED,
W000808,,Frederica S. Wilson,minority,9,02004,HSED,
B001278,,Suzanne Bonamici,minority,10,02092,HSED,
P000607,,Mark Pocan,minority,11,02171,HSED,
T000472,,Mark Takano,minority,12,02110,HSED,
J000294,,Hakeem S. Jeffries,minority,13,02149,HSED,
C001101,,Katherine M. Clark,minority,14,02196,HSED,
A000370,,Alma S. Adams,minority,15,02201,HSED,
D000623,,Mark DeSaulnier,minority,16,02227,HSED,
R000582,,David P. Roe,majority,1,01954,HSED02,Chair
W000795,,Joe Wilson,majority,2,01688,HSED02,
F000450,,Virginia Foxx,majority,3,01791,HSED02,
W000798,,Tim Walberg,majority,4,01855,HSED02,
G000558,,Brett Guthrie,majority,6,01922,HSED02,
B001269,,Lou Barletta,majority,7,02054,HSED02,
M001189,,Luke Messer,majority,9,02130,HSED02,
B001289,,Bradley Byrne,majority,10,02197,HSED02,
C001103,,"Earl L. ""Buddy"" Carter",majority,11,02236,HSED02,
G000576,,Glenn Grothman,majority,12,02276,HSED02,
A000372,,Rick W. Allen,majority,13,02239,HSED02,
P000598,,Jared Polis,minority,1,01910,HSED02,Ranking Member
C001069,,Joe Courtney,minority,2,01836,HSED02,
P000607,,Mark Pocan,minority,3,02171,HSED02,
S001177,,Gregorio Kilili Camacho Sablan,minority,5,01962,HSED02,
W000808,,Frederica S. Wilson,minority,6,02004,HSED02,
B001278,,Suzanne Bonamici,minority,7,02092,HSED02,
T000472,,Mark Takano,minority,8,02110,HSED02,
J000294,,Hakeem S. Jeffries,minority,9,02149,HSED02,
S000185,,"Robert C. ""Bobby"" Scott",minority,10,01037,HSED02,
W000798,,Tim Walberg,majority,1,01855,HSED10,Chair
H001048,,Duncan Hunter,majority,2,01909,HSED10,
T000467,,Glenn Thompson,majority,3,01952,HSED10,
R000592,,Todd Rokita,majority,4,02017,HSED10,
B001290,,Dave Brat,majority,5,02203,HSED10,
B001293,,Mike Bishop,majority,6,02249,HSED10,
R000604,,Steve Russell,majority,7,02265,HSED10,
S001196,,Elise M. Stefanik,majority,8,02263,HSED10,
W000808,,Frederica S. Wilson,minority,1,02004,HSED10,Ranking Member
P000607,,Mark Pocan,minority,2,02171,HSED10,
C001101,,Katherine M. Clark,minority,3,02196,HSED10,
A000370,,Alma S. Adams,minority,4,02201,HSED10,
D000623,,Mark DeSaulnier,minority,5,02227,HSED10,
F000455,,Marcia L. Fudge,minority,6,01895,HSED10,
F000450,,Virginia Foxx,majority,1,01791,HSED13,Chair
R000582,,David P. Roe,majority,2,01954,HSED13,
G000558,,Brett Guthrie,majority,4,01922,HSED13,
B001269,,Lou Barletta,majority,5,02054,HSED13,
M001189,,Luke Messer,majority,7,02130,HSED13,
B001289,,Bradley Byrne,majority,8,02197,HSED13,
C001107,,Carlos Curbelo,majority,9,02235,HSED13,
S001196,,Elise M. Stefanik,majority,10,02263,HSED13,
A000372,,Rick W. Allen,majority,11,02239,HSED13,
J000294,,Hakeem S. Jeffries,minority,2,02149,HSED13,
A000370,,Alma S. Adams,minority,3,02201,HSED13,
D000623,,Mark DeSaulnier,minority,4,02227,HSED13,
D000598,,Susan A. Davis,minority,5,01641,HSED13,
G000551,,Raúl M. Grijalva,minority,6,01708,HSED13,
C001069,,Joe Courtney,minority,7,01836,HSED13,
P000598,,Jared Polis,minority,8,01910,HSED13,
R000592,,Todd Rokita,majority,1,02017,HSED14,Chair
H001048,,Duncan Hunter,majority,2,01909,HSED14,
T000467,,Glenn Thompson,majority,3,01952,HSED14,
B001290,,Dave Brat,majority,4,02203,HSED14,
C001103,,"Earl L. ""Buddy"" Carter",majority,5,02236,HSED14,
B001293,,Mike Bishop,majority,6,02249,HSED14,
G000576,,Glenn Grothman,majority,7,02276,HSED14,
R000604,,Steve Russell,majority,8,02265,HSED14,
C001107,,Carlos Curbelo,majority,9,02235,HSED14,
F000455,,Marcia L. Fudge,minority,1,01895,HSED14,Ranking Member
D000598,,Susan A. Davis,minority,2,01641,HSED14,
G000551,,Raúl M. Grijalva,minority,3,01708,HSED14,
S001177,,Gregorio Kilili Camacho Sablan,minority,4,01962,HSED14,
B001278,,Suzanne Bonamici,minority,5,02092,HSED14,
T000472,,Mark Takano,minority,6,02110,HSED14,
C001101,,Katherine M. Clark,minority,7,02196,HSED14,
R000487,,Edward R. Royce,majority,1,00998,HSFA,Chair
S000522,,Christopher H. Smith,majority,2,01071,HSFA,
R000435,,Ileana Ros-Lehtinen,majority,3,00985,HSFA,
R000409,,Dana Rohrabacher,majority,4,00979,HSFA,
C000266,,Steve Chabot,majority,5,00186,HSFA,
W000795,,Joe Wilson,majority,6,01688,HSFA,
M001157,,Michael T. McCaul,majority,7,01804,HSFA,
P000592,,Ted Poe,majority,8,01802,HSFA,
I000056,,Darrell E. Issa,majority,10,01640,HSFA,
M001179,,Tom Marino,majority,11,02053,HSFA,
D000615,,Jeff Duncan,majority,12,02057,HSFA,
B001274,,Mo Brooks,majority,13,01987,HSFA,
C001094,,Paul Cook,majority,14,02103,HSFA,
W000814,,Randy K. Weber Sr.,majority,15,02161,HSFA,
P000605,,Scott Perry,majority,16,02157,HSFA,
D000621,,Ron DeSantis,majority,17,02116,HSFA,
M001187,,Mark Meadows,majority,18,02142,HSFA,
Y000065,,Ted S. Yoho,majority,19,02115,HSFA,
D000616,,Scott DesJarlais,majority,21,02062,HSFA,
T000475,,David A. Trott,majority,23,02250,HSFA,
Z000017,,Lee M. Zeldin,majority,24,02261,HSFA,
D000625,,Daniel M. Donovan Jr.,majority,25,02293,HSFA,
E000179,,Eliot L. Engel,minority,1,00344,HSFA,Ranking Member
S000344,,Brad Sherman,minority,2,01526,HSFA,
M001137,,Gregory W. Meeks,minority,3,01506,HSFA,
S001165,,Albio Sires,minority,4,01818,HSFA,
C001078,,Gerald E. Connolly,minority,5,01959,HSFA,
D000610,,Theodore E. Deutch,minority,6,01976,HSFA,
H001038,,Brian Higgins,minority,7,01794,HSFA,
B001270,,Karen Bass,minority,8,01996,HSFA,
K000375,,William R. Keating,minority,9,02025,HSFA,
C001084,,David N. Cicilline,minority,10,02055,HSFA,
B001287,,Ami Bera,minority,12,02102,HSFA,
L000579,,Alan S. Lowenthal,minority,13,02111,HSFA,
M001188,,Grace Meng,minority,14,02148,HSFA,
F000462,,Lois Frankel,minority,15,02119,HSFA,
G000571,,Tulsi Gabbard,minority,16,02122,HSFA,
C001091,,Joaquin Castro,minority,17,02163,HSFA,
K000385,,Robin L. Kelly,minority,18,02190,HSFA,
B001296,,Brendan F. Boyle,minority,19,02267,HSFA,
R000409,,Dana Rohrabacher,majority,2,00979,HSFA05,
C000266,,Steve Chabot,majority,3,00186,HSFA05,
M001179,,Tom Marino,majority,4,02053,HSFA05,
D000615,,Jeff Duncan,majority,5,02057,HSFA05,
B001274,,Mo Brooks,majority,6,01987,HSFA05,
P000605,,Scott Perry,majority,7,02157,HSFA05,
D000616,,Scott DesJarlais,majority,8,02062,HSFA05,
S000344,,Brad Sherman,minority,1,01526,HSFA05,Ranking Member
B001287,,Ami Bera,minority,2,02102,HSFA05,
G000571,,Tulsi Gabbard,minority,3,02122,HSFA05,
L000579,,Alan S. Lowenthal,minority,4,02111,HSFA05,
C001078,,Gerald E. Connolly,minority,5,01959,HSFA05,
M001188,,Grace Meng,minority,6,02148,HSFA05,
D000615,,Jeff Duncan,majority,1,02057,HSFA07,Chair
S000522,,Christopher H. Smith,majority,2,01071,HSFA07,
R000435,,Ileana Ros-Lehtinen,majority,3,00985,HSFA07,
M001157,,Michael T. McCaul,majority,4,01804,HSFA07,
D000621,,Ron DeSantis,majority,6,02116,HSFA07,
Y000065,,Ted S. Yoho,majority,7,02115,HSFA07,
D000625,,Daniel M. Donovan Jr.,majority,8,02293,HSFA07,
S001165,,Albio Sires,minority,1,01818,HSFA07,Ranking Member
C001091,,Joaquin Castro,minority,2,02163,HSFA07,
K000385,,Robin L. Kelly,minority,3,02190,HSFA07,
M001137,,Gregory W. Meeks,minority,4,01506,HSFA07,
L000579,,Alan S. Lowenthal,minority,6,02111,HSFA07,
R000435,,Ileana Ros-Lehtinen,majority,1,00985,HSFA13,Chair
C000266,,Steve Chabot,majority,2,00186,HSFA13,
W000795,,Joe Wilson,majority,3,01688,HSFA13,
I000056,,Darrell E. Issa,majority,4,01640,HSFA13,
W000814,,Randy K. Weber Sr.,majority,5,02161,HSFA13,
D000621,,Ron DeSantis,majority,6,02116,HSFA13,
M001187,,Mark Meadows,majority,7,02142,HSFA13,
Y000065,,Ted S. Yoho,majority,8,02115,HSFA13,
T000475,,David A. Trott,majority,10,02250,HSFA13,
Z000017,,Lee M. Zeldin,majority,11,02261,HSFA13,
D000610,,Theodore E. Deutch,minority,1,01976,HSFA13,Ranking Member
C001078,,Gerald E. Connolly,minority,2,01959,HSFA13,
H001038,,Brian Higgins,minority,3,01794,HSFA13,
C001084,,David N. Cicilline,minority,4,02055,HSFA13,
M001188,,Grace Meng,minority,6,02148,HSFA13,
F000462,,Lois Frankel,minority,7,02119,HSFA13,
B001296,,Brendan F. Boyle,minority,8,02267,HSFA13,
R000409,,Dana Rohrabacher,majority,1,00979,HSFA14,Chair
P000592,,Ted Poe,majority,2,01802,HSFA14,
M001179,,Tom Marino,majority,3,02053,HSFA14,
B001274,,Mo Brooks,majority,4,01987,HSFA14,
C001094,,Paul Cook,majority,5,02103,HSFA14,
W000814,,Randy K. Weber Sr.,majority,6,02161,HSFA14,
T000475,,David A. Trott,majority,8,02250,HSFA14,
M001137,,Gregory W. Meeks,minority,1,01506,HSFA14,Ranking Member
S001165,,Albio Sires,minority,2,01818,HSFA14,
D000610,,Theodore E. Deutch,minority,3,01976,HSFA14,
K000375,,William R. Keating,minority,4,02025,HSFA14,
F000462,,Lois Frankel,minority,5,02119,HSFA14,
G000571,,Tulsi Gabbard,minority,6,02122,HSFA14,
S000522,,Christopher H. Smith,majority,1,01071,HSFA16,Chair
M001187,,Mark Meadows,majority,2,02142,HSFA16,
D000616,,Scott DesJarlais,majority,4,02062,HSFA16,
D000625,,Daniel M. Donovan Jr.,majority,5,02293,HSFA16,
B001270,,Karen Bass,minority,1,01996,HSFA16,Ranking Member
C001084,,David N. Cicilline,minority,2,02055,HSFA16,
B001287,,Ami Bera,minority,3,02102,HSFA16,
P000592,,Ted Poe,majority,1,01802,HSFA18,Chair
W000795,,Joe Wilson,majority,2,01688,HSFA18,
I000056,,Darrell E. Issa,majority,3,01640,HSFA18,
C001094,,Paul Cook,majority,4,02103,HSFA18,
P000605,,Scott Perry,majority,5,02157,HSFA18,
Z000017,,Lee M. Zeldin,majority,7,02261,HSFA18,
K000375,,William R. Keating,minority,1,02025,HSFA18,Ranking Member
S000344,,Brad Sherman,minority,2,01526,HSFA18,
H001038,,Brian Higgins,minority,3,01794,HSFA18,
C001091,,Joaquin Castro,minority,4,02163,HSFA18,
K000385,,Robin L. Kelly,minority,5,02190,HSFA18,
C001076,,Jason Chaffetz,majority,1,01956,HSGO,Chair
T000463,,Michael R. Turner,majority,3,01741,HSGO,
D000533,,John J. Duncan Jr.,majority,4,00322,HSGO,
J000289,,Jim Jordan,majority,5,01868,HSGO,
W000798,,Tim Walberg,majority,6,01855,HSGO,
A000367,,Justin Amash,majority,7,02029,HSGO,
G000565,,Paul A. Gosar,majority,8,01992,HSGO,
D000616,,Scott DesJarlais,majority,9,02062,HSGO,
G000566,,Trey Gowdy,majority,10,02058,HSGO,
F000460,,Blake Farenthold,majority,11,02067,HSGO,
M001184,,Thomas Massie,majority,13,02094,HSGO,
M001187,,Mark Meadows,majority,14,02142,HSGO,
D000621,,Ron DeSantis,majority,15,02116,HSGO,
M001182,,Mick Mulvaney,majority,16,02059,HSGO,
B001297,,Ken Buck,majority,17,02233,HSGO,
W000819,,Mark Walker,majority,18,02255,HSGO,
B001294,,Rod Blum,majority,19,02241,HSGO,
H001071,,Jody B. Hice,majority,20,02237,HSGO,
R000604,,Steve Russell,majority,21,02265,HSGO,
C001103,,"Earl L. ""Buddy"" Carter",majority,22,02236,HSGO,
G000576,,Glenn Grothman,majority,23,02276,HSGO,
H001073,,Will Hurd,majority,24,02269,HSGO,
P000609,,Gary J. Palmer,majority,25,02221,HSGO,
C000984,,Elijah E. Cummings,minority,1,00256,HSGO,Ranking Member
M000087,,Carolyn B. Maloney,minority,2,00729,HSGO,
N000147,,Eleanor Holmes Norton,minority,3,00868,HSGO,
C001049,,Wm. Lacy Clay,minority,4,01654,HSGO,
L000562,,Stephen F. Lynch,minority,5,01686,HSGO,
C000754,,Jim Cooper,minority,6,00231,HSGO,
C001078,,Gerald E. Connolly,minority,7,01959,HSGO,
D000622,,Tammy Duckworth,minority,8,02123,HSGO,
K000385,,Robin L. Kelly,minority,9,02190,HSGO,
L000581,,Brenda L. Lawrence,minority,10,02252,HSGO,
L000582,,Ted Lieu,minority,11,02230,HSGO,
W000822,,Bonnie Watson Coleman,minority,12,02259,HSGO,
P000610,,Stacey E. Plaskett,minority,13,02274,HSGO,
D000623,,Mark DeSaulnier,minority,14,02227,HSGO,
B001296,,Brendan F. Boyle,minority,15,02267,HSGO,
W000800,,Peter Welch,minority,16,01879,HSGO,
L000580,,Michelle Lujan Grisham,minority,17,02146,HSGO,
D000621,,Ron DeSantis,majority,1,02116,HSGO06,Chair
D000533,,John J. Duncan Jr.,majority,3,00322,HSGO06,
H001071,,Jody B. Hice,majority,4,02237,HSGO06,
R000604,,Steve Russell,majority,5,02265,HSGO06,Vice Chair
H001073,,Will Hurd,majority,6,02269,HSGO06,
L000562,,Stephen F. Lynch,minority,1,01686,HSGO06,Ranking Member
