bioguide,chamber,name,party,rank,thomas,thomas_id,title
M001194,,John R. Moolenaar,majority,5,02248,HSSY18,
B001291,,Brian Babin,majority,6,02270,HSSY18,
W000821,,Bruce Westerman,majority,7,02224,HSSY18,Vice Chair
P000609,,Gary J. Palmer,majority,8,02221,HSSY18,
A000374,,Ralph Lee Abraham,majority,9,02244,HSSY18,
S000583,,Lamar Smith,majority,10,01075,HSSY18,Ex Officio
B001278,,Suzanne Bonamici,minority,1,02092,HSSY18,Ranking Member
B001287,,Ami Bera,minority,4,02102,HSSY18,
T000472,,Mark Takano,minority,5,02110,HSSY18,
F000454,,Bill Foster,minority,6,01888,HSSY18,
J000126,,Eddie Bernice Johnson,minority,7,00599,HSSY18,Ex Officio
W000814,,Randy K. Weber Sr.,majority,1,02161,HSSY20,Chair
R000409,,Dana Rohrabacher,majority,2,00979,HSSY20,
B001274,,Mo Brooks,majority,4,01987,HSSY20,
H001059,,Randy Hultgren,majority,5,02015,HSSY20,
M001184,,Thomas Massie,majority,6,02094,HSSY20,
K000387,,Stephen Knight,majority,7,02228,HSSY20,Vice Chair
C001105,,Barbara Comstock,majority,8,02273,HSSY20,
L000583,,Barry Loudermilk,majority,9,02238,HSSY20,
S000583,,Lamar Smith,majority,10,01075,HSSY20,Ex Officio
S001193,,Eric Swalwell,minority,2,02104,HSSY20,
V000131,,Marc A. Veasey,minority,3,02166,HSSY20,
L000563,,Daniel Lipinski,minority,4,01781,HSSY20,
C001101,,Katherine M. Clark,minority,5,02196,HSSY20,
P000593,,Ed Perlmutter,minority,6,01835,HSSY20,
J000126,,Eddie Bernice Johnson,minority,7,00599,HSSY20,Ex Officio
L000583,,Barry Loudermilk,majority,1,02238,HSSY21,Chair
S000244,,F. James Sensenbrenner Jr.,majority,2,01041,HSSY21,
P000599,,Bill Posey,majority,3,01915,HSSY21,
M001184,,Thomas Massie,majority,4,02094,HSSY21,
L000585,,Darin LaHood,majority,5,02295,HSSY21,Vice Chair
D000626,,Warren Davidson,majority,6,02296,HSSY21,
S000583,,Lamar Smith,majority,7,01075,HSSY21,Ex Officio
B001292,,Donald S. Beyer Jr.,minority,1,02272,HSSY21,Ranking Member
L000397,,Zoe Lofgren,minority,3,00701,HSSY21,
J000126,,Eddie Bernice Johnson,minority,5,00599,HSSY21,Ex Officio
L000564,,Doug Lamborn,majority,2,01834,HSVR,
B001257,,Gus M. Bilirakis,majority,3,01838,HSVR,
R000582,,David P. Roe,majority,4,01954,HSVR,
C001077,,Mike Coffman,majority,7,01912,HSVR,
W000815,,Brad R. Wenstrup,majority,8,02152,HSVR,
W000813,,Jackie Walorski,majority,9,02128,HSVR,
A000374,,Ralph Lee Abraham,majority,10,02244,HSVR,
Z000017,,Lee M. Zeldin,majority,11,02261,HSVR,
C001106,,Ryan A. Costello,majority,12,02266,HSVR,
R000600,,Aumua Amata Coleman Radewagen,majority,13,02222,HSVR,
B001295,,Mike Bost,majority,14,02243,HSVR,
T000472,,Mark Takano,minority,2,02110,HSVR,
B001285,,Julia Brownley,minority,3,02106,HSVR,
T000468,,Dina Titus,minority,4,01940,HSVR,
R000599,,Raul Ruiz,minority,5,02109,HSVR,
K000382,,Ann M. Kuster,minority,6,02145,HSVR,
O000170,,Beto O'Rourke,minority,7,02162,HSVR,
R000602,,Kathleen M. Rice,minority,8,02262,HSVR,
W000799,,Timothy J. Walz,minority,9,01856,HSVR,
M001166,,Jerry McNerney,minority,10,01832,HSVR,
B001257,,Gus M. Bilirakis,majority,2,01838,HSVR03,
R000582,,David P. Roe,majority,3,01954,HSVR03,
C001077,,Mike Coffman,majority,5,01912,HSVR03,
W000815,,Brad R. Wenstrup,majority,6,02152,HSVR03,
A000374,,Ralph Lee Abraham,majority,7,02244,HSVR03,
B001285,,Julia Brownley,minority,1,02106,HSVR03,Ranking Member
T000472,,Mark Takano,minority,2,02110,HSVR03,
R000599,,Raul Ruiz,minority,3,02109,HSVR03,
K000382,,Ann M. Kuster,minority,4,02145,HSVR03,
O000170,,Beto O'Rourke,minority,5,02162,HSVR03,
C001077,,Mike Coffman,majority,1,01912,HSVR08,Chair
L000564,,Doug Lamborn,majority,2,01834,HSVR08,
R000582,,David P. Roe,majority,3,01954,HSVR08,
W000813,,Jackie Walorski,majority,6,02128,HSVR08,
K000382,,Ann M. Kuster,minority,1,02145,HSVR08,Ranking Member
O000170,,Beto O'Rourke,minority,2,02162,HSVR08,
R000602,,Kathleen M. Rice,minority,3,02262,HSVR08,
W000799,,Timothy J. Walz,minority,4,01856,HSVR08,
A000374,,Ralph Lee Abraham,majority,1,02244,HSVR09,Chair
L000564,,Doug Lamborn,majority,2,01834,HSVR09,
Z000017,,Lee M. Zeldin,majority,3,02261,HSVR09,
C001106,,Ryan A. Costello,majority,4,02266,HSVR09,
B001295,,Mike Bost,majority,5,02243,HSVR09,
T000468,,Dina Titus,minority,1,01940,HSVR09,Ranking Member
B001285,,Julia Brownley,minority,2,02106,HSVR09,
R000599,,Raul Ruiz,minority,3,02109,HSVR09,
W000815,,Brad R. Wenstrup,majority,1,02152,HSVR10,Chair
Z000017,,Lee M. Zeldin,majority,2,02261,HSVR10,
R000600,,Aumua Amata Coleman Radewagen,majority,3,02222,HSVR10,
C001106,,Ryan A. Costello,majority,4,02266,HSVR10,
B001295,,Mike Bost,majority,5,02243,HSVR10,
T000472,,Mark Takano,minority,1,02110,HSVR10,Ranking Member
T000468,,Dina Titus,minority,2,01940,HSVR10,
R000602,,Kathleen M. Rice,minority,3,02262,HSVR10,
M001166,,Jerry McNerney,minority,4,01832,HSVR10,
B000755,,Kevin Brady,majority,1,01468,HSWM,Chair
J000174,,Sam Johnson,majority,2,00603,HSWM,
N000181,,Devin Nunes,majority,3,01710,HSWM,
T000462,,Patrick J. Tiberi,majority,4,01664,HSWM,
R000578,,David G. Reichert,majority,5,01810,HSWM,
R000580,,Peter J. Roskam,majority,7,01848,HSWM,
P000591,,Tom Price,majority,8,01778,HSWM,
B001260,,Vern Buchanan,majority,9,01840,HSWM,
S001172,,Adrian Smith,majority,10,01860,HSWM,
J000290,,Lynn Jenkins,majority,11,01921,HSWM,
P000594,,Erik Paulsen,majority,12,01930,HSWM,
M001158,,Kenny Marchant,majority,13,01806,HSWM,
B001273,,Diane Black,majority,14,02063,HSWM,
R000585,,Tom Reed,majority,15,01982,HSWM,
Y000064,,Todd C. Young,majority,16,02019,HSWM,
K000376,,Mike Kelly,majority,17,02051,HSWM,
R000586,,James B. Renacci,majority,18,02048,HSWM,
M001181,,Patrick Meehan,majority,19,02052,HSWM,
N000184,,Kristi L. Noem,majority,20,02060,HSWM,
H001065,,George Holding,majority,21,02143,HSWM,
S001195,,Jason Smith,majority,22,02191,HSWM,
R000597,,Tom Rice,majority,24,02160,HSWM,
L000263,,Sander M. Levin,minority,1,00683,HSWM,Ranking Member
L000287,,John Lewis,minority,4,00688,HSWM,
N000015,,Richard E. Neal,minority,5,00854,HSWM,
B000287,,Xavier Becerra,minority,6,00070,HSWM,
D000399,,Lloyd Doggett,minority,7,00303,HSWM,
T000460,,Mike Thompson,minority,8,01593,HSWM,
L000557,,John B. Larson,minority,9,01583,HSWM,
B000574,,Earl Blumenauer,minority,10,00099,HSWM,
K000188,,Ron Kind,minority,11,01498,HSWM,
P000096,,Bill Pascrell Jr.,minority,12,01510,HSWM,
C001038,,Joseph Crowley,minority,13,01604,HSWM,
D000096,,Danny K. Davis,minority,14,01477,HSWM,
S001156,,Linda T. Sánchez,minority,15,01757,HSWM,
J000174,,Sam Johnson,majority,1,00603,HSWM01,Chair
B001260,,Vern Buchanan,majority,3,01840,HSWM01,
S001172,,Adrian Smith,majority,4,01860,HSWM01,
K000376,,Mike Kelly,majority,5,02051,HSWM01,
R000586,,James B. Renacci,majority,6,02048,HSWM01,
R000597,,Tom Rice,majority,7,02160,HSWM01,
B000287,,Xavier Becerra,minority,1,00070,HSWM01,Ranking Member
L000557,,John B. Larson,minority,2,01583,HSWM01,
B000574,,Earl Blumenauer,minority,3,00099,HSWM01,
T000462,,Patrick J. Tiberi,majority,2,01664,HSWM02,Chair
J000174,,Sam Johnson,majority,3,00603,HSWM02,
N000181,,Devin Nunes,majority,4,01710,HSWM02,
R000580,,Peter J. Roskam,majority,5,01848,HSWM02,
P000591,,Tom Price,majority,6,01778,HSWM02,
B001260,,Vern Buchanan,majority,7,01840,HSWM02,
S001172,,Adrian Smith,majority,8,01860,HSWM02,
J000290,,Lynn Jenkins,majority,9,01921,HSWM02,
M001158,,Kenny Marchant,majority,10,01806,HSWM02,
B001273,,Diane Black,majority,11,02063,HSWM02,
P000594,,Erik Paulsen,majority,12,01930,HSWM02,
T000460,,Mike Thompson,minority,2,01593,HSWM02,
K000188,,Ron Kind,minority,3,01498,HSWM02,
B000574,,Earl Blumenauer,minority,4,00099,HSWM02,
P000096,,Bill Pascrell Jr.,minority,5,01510,HSWM02,
D000096,,Danny K. Davis,minority,6,01477,HSWM02,
L000287,,John Lewis,minority,7,00688,HSWM02,
B001260,,Vern Buchanan,majority,1,01840,HSWM03,Chair
N000184,,Kristi L. Noem,majority,2,02060,HSWM03,
S001195,,Jason Smith,majority,3,02191,HSWM03,
R000597,,Tom Rice,majority,5,02160,HSWM03,
R000585,,Tom Reed,majority,6,01982,HSWM03,
R000578,,David G. Reichert,majority,7,01810,HSWM03,
D000399,,Lloyd Doggett,minority,1,00303,HSWM03,Ranking Member
L000287,,John Lewis,minority,2,00688,HSWM03,
C001038,,Joseph Crowley,minority,3,01604,HSWM03,
D000096,,Danny K. Davis,minority,4,01477,HSWM03,
R000578,,David G. Reichert,majority,1,01810,HSWM04,Chair
N000181,,Devin Nunes,majority,2,01710,HSWM04,
S001172,,Adrian Smith,majority,3,01860,HSWM04,
J000290,,Lynn Jenkins,majority,4,01921,HSWM04,
P000594,,Erik Paulsen,majority,6,01930,HSWM04,
M001158,,Kenny Marchant,majority,7,01806,HSWM04,
Y000064,,Todd C. Young,majority,8,02019,HSWM04,
K000376,,Mike Kelly,majority,9,02051,HSWM04,
M001181,,Patrick Meehan,majority,10,02052,HSWM04,
N000015,,Richard E. Neal,minority,2,00854,HSWM04,
B000574,,Earl Blumenauer,minority,3,00099,HSWM04,
K000188,,Ron Kind,minority,4,01498,HSWM04,
P000096,,Bill Pascrell Jr.,minority,5,01510,HSWM04,
D000399,,Lloyd Doggett,minority,6,00303,HSWM04,
R000578,,David G. Reichert,majority,2,01810,HSWM05,
T000462,,Patrick J. Tiberi,majority,3,01664,HSWM05,
R000585,,Tom Reed,majority,4,01982,HSWM05,
Y000064,,Todd C. Young,majority,5,02019,HSWM05,
K000376,,Mike Kelly,majority,6,02051,HSWM05,
R000586,,James B. Renacci,majority,7,02048,HSWM05,
N000184,,Kristi L. Noem,majority,8,02060,HSWM05,
H001065,,George Holding,majority,9,02143,HSWM05,
N000015,,Richard E. Neal,minority,1,00854,HSWM05,Ranking Member
L000557,,John B. Larson,minority,2,01583,HSWM05,
S001156,,Linda T. Sánchez,minority,3,01757,HSWM05,
T000460,,Mike Thompson,minority,4,01593,HSWM05,
D000399,,Lloyd Doggett,minority,5,00303,HSWM05,
R000580,,Peter J. Roskam,majority,1,01848,HSWM06,Chair
M001181,,Patrick Meehan,majority,2,02052,HSWM06,
H001065,,George Holding,majority,3,02143,HSWM06,
S001195,,Jason Smith,majority,4,02191,HSWM06,
R000585,,Tom Reed,majority,5,01982,HSWM06,
R000597,,Tom Rice,majority,6,02160,HSWM06,
M001158,,Kenny Marchant,majority,7,01806,HSWM06,
L000287,,John Lewis,minority,1,00688,HSWM06,Ranking Member
C001038,,Joseph Crowley,minority,2,01604,HSWM06,
D000096,,Danny K. Davis,minority,4,01477,HSWM06,
W000437,senate,Roger F. Wicker,majority,1,01226,JCSE,Cochairman
B001135,senate,Richard Burr,majority,2,00153,JCSE,
B001236,senate,John Boozman,majority,3,01687,JCSE,
C000141,senate,Benjamin L. Cardin,minority,1,00174,JCSE,
W000802,senate,Sheldon Whitehouse,minority,2,01823,JCSE,
U000039,senate,Tom Udall,minority,3,01567,JCSE,
S001181,senate,Jeanne Shaheen,minority,4,01901,JCSE,
S000522,house,Christopher H. Smith,majority,1,01071,JCSE,Co-Chairman
A000055,house,Robert Aderholt,majority,3,01460,JCSE,
B001248,house,Michael C. Burgess,majority,4,01751,JCSE,
H000324,house,Alcee L. Hastings,minority,1,00511,JCSE,
S000480,house,Louise McIntosh Slaughter,minority,2,01069,JCSE,
C001068,house,Steve Cohen,minority,3,01878,JCSE,
L000577,senate,Mike Lee,majority,2,02080,JSEC,
C001095,senate,Tom Cotton,majority,3,02098,JSEC,
S001197,senate,Ben Sasse,majority,4,02289,JSEC,
C001098,senate,Ted Cruz,majority,5,02175,JSEC,
C001075,senate,Bill Cassidy,majority,6,01925,JSEC,
K000367,senate,Amy Klobuchar,minority,1,01826,JSEC,
C001070,senate,"Robert P. Casey, Jr.",minority,2,01828,JSEC,
H001046,senate,Martin Heinrich,minority,3,01937,JSEC,
P000595,senate,Gary C. Peters,minority,4,01929,JSEC,
B000755,house,Kevin Brady,majority,1,01468,JSEC,Chairman
D000614,house,Sean P. Duffy,majority,3,02072,JSEC,
A000367,house,Justin Amash,majority,4,02029,JSEC,
P000594,house,Erik Paulsen,majority,5,01930,JSEC,
M000087,house,Carolyn B. Maloney,minority,1,00729,JSEC,
C000984,house,Elijah E. Cummings,minority,3,00256,JSEC,
D000620,house,John K. Delaney,minority,4,02133,JSEC,
B000575,senate,Roy Blunt,majority,1,01464,JSLC,Chairman
R000307,senate,Pat Roberts,majority,2,00968,JSLC,
C001047,senate,Shelley Moore Capito,majority,3,01676,JSLC,
S000148,senate,Charles E. Schumer,minority,1,01036,JSLC,
L000174,senate,Patrick J. Leahy,minority,2,01383,JSLC,
H001045,house,Gregg Harper,majority,1,01933,JSLC,Chairman
C001053,house,Tom Cole,majority,3,01742,JSLC,
B001227,house,Robert A. Brady,minority,1,01469,JSLC,
L000397,house,Zoe Lofgren,minority,2,00701,JSLC,
B000575,senate,Roy Blunt,majority,1,01464,JSPR,Vice Chairman
R000307,senate,Pat Roberts,majority,2,00968,JSPR,
B001236,senate,John Boozman,majority,3,01687,JSPR,
S000148,senate,Charles E. Schumer,minority,1,01036,JSPR,
U000039,senate,Tom Udall,minority,2,01567,JSPR,
H001045,house,Gregg Harper,majority,1,01933,JSPR,Vice Chairman
B001227,house,Robert A. Brady,minority,1,01469,JSPR,
V000130,house,Juan Vargas,minority,2,02112,JSPR,
H000338,senate,Orrin G. Hatch,majority,1,01351,JSTX,Chairman
G000386,senate,Chuck Grassley,majority,2,00457,JSTX,
C000880,senate,Mike Crapo,majority,3,00250,JSTX,
W000779,senate,Ron Wyden,minority,1,01247,JSTX,
S000770,senate,Debbie Stabenow,minority,2,01531,JSTX,
R000570,house,Paul Ryan,majority,1,01560,JSTX,Chairman
J000174,house,Sam Johnson,majority,2,00603,JSTX,
B000755,house,Kevin Brady,majority,3,01468,JSTX,
L000263,house,Sander Levin,minority,1,00683,JSTX,
G000386,,Chuck Grassley,majority,1,00457,SCNC,Chairman
C001056,,John Cornyn,majority,2,01692,SCNC,
R000584,,James E. Risch,majority,3,01896,SCNC,
S001141,,Jeff Sessions,majority,4,01548,SCNC,
F000062,,Dianne Feinstein,minority,1,01332,SCNC,
S000148,,Charles E. Schumer,minority,2,01036,SCNC,
W000802,,Sheldon Whitehouse,minority,3,01823,SCNC,
I000055,,Johnny Isakson,majority,1,01608,SLET,Chairman
R000307,,Pat Roberts,majority,2,00968,SLET,
R000584,,James E. Risch,majority,3,01896,SLET,
C001088,,Christopher A. Coons,minority,2,01984,SLET,
S001194,,Brian Schatz,minority,3,02173,SLET,
B001261,,John Barrasso,majority,1,01881,SLIA,Chairman
M000303,,John McCain,majority,2,00754,SLIA,
M001153,,Lisa Murkowski,majority,3,01694,SLIA,
H001061,,John Hoeven,majority,4,02079,SLIA,
L000575,,James Lankford,majority,5,02050,SLIA,
D000618,,Steve Daines,majority,6,02138,SLIA,
C000880,,Mike Crapo,majority,7,00250,SLIA,
M000934,,Jerry Moran,majority,8,01507,SLIA,
T000464,,Jon Tester,minority,1,01829,SLIA,Vice Chairman
C000127,,Maria Cantwell,minority,2,00172,SLIA,
U000039,,Tom Udall,minority,3,01567,SLIA,
F000457,,Al Franken,minority,4,01969,SLIA,
S001194,,Brian Schatz,minority,5,02173,SLIA,
H001069,,Heidi Heitkamp,minority,6,02174,SLIA,
B001135,,Richard Burr,majority,1,00153,SLIN,Chairman
R000584,,James E. Risch,majority,2,01896,SLIN,
R000595,,Marco Rubio,majority,4,02084,SLIN,
C001035,,Susan M. Collins,majority,5,01541,SLIN,
B000575,,Roy Blunt,majority,6,01464,SLIN,
L000575,,James Lankford,majority,7,02050,SLIN,
C001095,,Tom Cotton,majority,8,02098,SLIN,
M000355,,Mitch McConnell,majority,9,01395,SLIN,Ex Officio
M000303,,John McCain,majority,10,00754,SLIN,Ex Officio
F000062,,Dianne Feinstein,minority,1,01332,SLIN,Vice Chairman
W000779,,Ron Wyden,minority,2,01247,SLIN,
W000805,,Mark R. Warner,minority,4,01897,SLIN,
H001046,,Martin Heinrich,minority,5,01937,SLIN,
K000383,,"Angus S. King, Jr.",minority,6,02185,SLIN,
H001042,,Mazie K. Hirono,minority,7,01844,SLIN,
R000122,,Jack Reed,minority,9,00949,SLIN,Ex Officio
C001035,,Susan M. Collins,majority,1,01541,SPAG,Chairman
H000338,,Orrin G. Hatch,majority,2,01351,SPAG,
F000444,,Jeff Flake,majority,4,01633,SPAG,
S001184,,Tim Scott,majority,5,02056,SPAG,
C001071,,Bob Corker,majority,6,01825,SPAG,
H001041,,Dean Heller,majority,7,01863,SPAG,
C001095,,Tom Cotton,majority,8,02098,SPAG,
P000612,,David Perdue,majority,9,02286,SPAG,
T000476,,Thom Tillis,majority,10,02291,SPAG,
S001197,,Ben Sasse,majority,11,02289,SPAG,
M001170,,Claire McCaskill,minority,1,01820,SPAG,Ranking Member
N000032,,Bill Nelson,minority,2,00859,SPAG,
C001070,,"Robert P. Casey, Jr.",minority,3,01828,SPAG,
W000802,,Sheldon Whitehouse,minority,4,01823,SPAG,
G000555,,Kirsten E. Gillibrand,minority,5,01866,SPAG,
B001277,,Richard Blumenthal,minority,6,02076,SPAG,
D000607,,Joe Donnelly,minority,7,01850,SPAG,
W000817,,Elizabeth Warren,minority,8,02182,SPAG,
K000384,,Tim Kaine,minority,9,02176,SPAG,
R000307,,Pat Roberts,majority,1,00968,SSAF,Chairman
C000567,,Thad Cochran,majority,2,00213,SSAF,
M000355,,Mitch McConnell,majority,3,01395,SSAF,
B001236,,John Boozman,majority,4,01687,SSAF,
H001061,,John Hoeven,majority,5,02079,SSAF,
P000612,,David Perdue,majority,6,02286,SSAF,
E000295,,Joni Ernst,majority,7,02283,SSAF,
T000476,,Thom Tillis,majority,8,02291,SSAF,
S001197,,Ben Sasse,majority,9,02289,SSAF,
G000386,,Chuck Grassley,majority,10,00457,SSAF,
T000250,,John Thune,majority,11,01534,SSAF,
S000770,,Debbie Stabenow,minority,1,01531,SSAF,Ranking Member
L000174,,Patrick J. Leahy,minority,2,01383,SSAF,
B000944,,Sherrod Brown,minority,3,00136,SSAF,
K000367,,Amy Klobuchar,minority,4,01826,SSAF,
B001267,,Michael F. Bennet,minority,5,01965,SSAF,
G000555,,Kirsten E. Gillibrand,minority,6,01866,SSAF,
D000607,,Joe Donnelly,minority,7,01850,SSAF,
H001069,,Heidi Heitkamp,minority,8,02174,SSAF,
C001070,,"Robert P. Casey, Jr.",minority,9,01828,SSAF,
B001236,,John Boozman,majority,1,01687,SSAF13,Chairman
C000567,,Thad Cochran,majority,2,00213,SSAF13,
H001061,,John Hoeven,majority,3,02079,SSAF13,
P000612,,David Perdue,majority,4,02286,SSAF13,
G000386,,Chuck Grassley,majority,5,00457,SSAF13,
T000250,,John Thune,majority,6,01534,SSAF13,
R000307,,Pat Roberts,majority,7,00968,SSAF13,Ex Officio
D000607,,Joe Donnelly,minority,1,01850,SSAF13,Ranking Member
H001069,,Heidi Heitkamp,minority,2,02174,SSAF13,
B000944,,Sherrod Brown,minority,3,00136,SSAF13,
G000555,,Kirsten E. Gillibrand,minority,4,01866,SSAF13,
B001267,,Michael F. Bennet,minority,5,01965,SSAF13,
S000770,,Debbie Stabenow,minority,6,01531,SSAF13,Ex Officio
P000612,,David Perdue,majority,1,02286,SSAF14,Chairman
C000567,,Thad Cochran,majority,2,00213,SSAF14,
M000355,,Mitch McConnell,majority,3,01395,SSAF14,
B001236,,John Boozman,majority,4,01687,SSAF14,
S001197,,Ben Sasse,majority,5,02289,SSAF14,
G000386,,Chuck Grassley,majority,6,00457,SSAF14,
R000307,,Pat Roberts,majority,7,00968,SSAF14,Ex Officio
B001267,,Michael F. Bennet,minority,1,01965,SSAF14,Ranking Member
K000367,,Amy Klobuchar,minority,2,01826,SSAF14,
L000174,,Patrick J. Leahy,minority,3,01383,SSAF14,
H001069,,Heidi Heitkamp,minority,4,02174,SSAF14,
C001070,,"Robert P. Casey, Jr.",minority,5,01828,SSAF14,
S000770,,Debbie Stabenow,minority,6,01531,SSAF14,Ex Officio
E000295,,Joni Ernst,majority,1,02283,SSAF15,Chairman
C000567,,Thad Cochran,majority,2,00213,SSAF15,
H001061,,John Hoeven,majority,3,02079,SSAF15,
P000612,,David Perdue,majority,4,02286,SSAF15,
T000476,,Thom Tillis,majority,5,02291,SSAF15,
T000250,,John Thune,majority,6,01534,SSAF15,
R000307,,Pat Roberts,majority,7,00968,SSAF15,Ex Officio
H001069,,Heidi Heitkamp,minority,1,02174,SSAF15,Ranking Member
B000944,,Sherrod Brown,minority,2,00136,SSAF15,
K000367,,Amy Klobuchar,minority,3,01826,SSAF15,
B001267,,Michael F. Bennet,minority,4,01965,SSAF15,
D000607,,Joe Donnelly,minority,5,01850,SSAF15,
S000770,,Debbie Stabenow,minority,6,01531,SSAF15,Ex Officio
H001061,,John Hoeven,majority,1,02079,SSAF16,Chairman
M000355,,Mitch McConnell,majority,2,01395,SSAF16,
B001236,,John Boozman,majority,3,01687,SSAF16,
E000295,,Joni Ernst,majority,4,02283,SSAF16,
T000476,,Thom Tillis,majority,5,02291,SSAF16,
S001197,,Ben Sasse,majority,6,02289,SSAF16,
R000307,,Pat Roberts,majority,7,00968,SSAF16,Ex Officio
C001070,,"Robert P. Casey, Jr.",minority,1,01828,SSAF16,Ranking Member
L000174,,Patrick J. Leahy,minority,2,01383,SSAF16,
B000944,,Sherrod Brown,minority,3,00136,SSAF16,
G000555,,Kirsten E. Gillibrand,minority,4,01866,SSAF16,
B001267,,Michael F. Bennet,minority,5,01965,SSAF16,
S000770,,Debbie Stabenow,minority,6,01531,SSAF16,Ex Officio
S001197,,Ben Sasse,majority,1,02289,SSAF17,Chairman
M000355,,Mitch McConnell,majority,2,01395,SSAF17,
E000295,,Joni Ernst,majority,3,02283,SSAF17,
T000476,,Thom Tillis,majority,4,02291,SSAF17,
T000250,,John Thune,majority,5,01534,SSAF17,
G000386,,Chuck Grassley,majority,6,00457,SSAF17,
R000307,,Pat Roberts,majority,7,00968,SSAF17,Ex Officio
G000555,,Kirsten E. Gillibrand,minority,1,01866,SSAF17,Ranking Member
L000174,,Patrick J. Leahy,minority,2,01383,SSAF17,
K000367,,Amy Klobuchar,minority,3,01826,SSAF17,
D000607,,Joe Donnelly,minority,4,01850,SSAF17,
C001070,,"Robert P. Casey, Jr.",minority,5,01828,SSAF17,
S000770,,Debbie Stabenow,minority,6,01531,SSAF17,Ex Officio
C000567,,Thad Cochran,majority,1,00213,SSAP,Chairman
M000355,,Mitch McConnell,majority,2,01395,SSAP,
S000320,,Richard C. Shelby,majority,3,01049,SSAP,
A000360,,Lamar Alexander,majority,4,01695,SSAP,
C001035,,Susan M. Collins,majority,5,01541,SSAP,
M001153,,Lisa Murkowski,majority,6,01694,SSAP,
G000359,,Lindsey Graham,majority,7,00452,SSAP,
B000575,,Roy Blunt,majority,9,01464,SSAP,
M000934,,Jerry Moran,majority,10,01507,SSAP,
H001061,,John Hoeven,majority,11,02079,SSAP,
B001236,,John Boozman,majority,12,01687,SSAP,
C001047,,Shelley Moore Capito,majority,13,01676,SSAP,
C001075,,Bill Cassidy,majority,14,01925,SSAP,
L000575,,James Lankford,majority,15,02050,SSAP,
D000618,,Steve Daines,majority,16,02138,SSAP,
L000174,,Patrick J. Leahy,minority,2,01383,SSAP,
M001111,,Patty Murray,minority,3,01409,SSAP,
F000062,,Dianne Feinstein,minority,4,01332,SSAP,
D000563,,Richard J. Durbin,minority,5,00326,SSAP,
R000122,,Jack Reed,minority,6,00949,SSAP,
T000464,,Jon Tester,minority,7,01829,SSAP,
U000039,,Tom Udall,minority,8,01567,SSAP,
S001181,,Jeanne Shaheen,minority,9,01901,SSAP,
M001176,,Jeff Merkley,minority,10,01900,SSAP,
C001088,,Christopher A. Coons,minority,11,01984,SSAP,
S001194,,Brian Schatz,minority,12,02173,SSAP,
B001230,,Tammy Baldwin,minority,13,01558,SSAP,
M001169,,Christopher Murphy,minority,14,01837,SSAP,
M000934,,Jerry Moran,majority,1,01507,SSAP01,Chairman
B000575,,Roy Blunt,majority,2,01464,SSAP01,
C000567,,Thad Cochran,majority,3,00213,SSAP01,
M000355,,Mitch McConnell,majority,4,01395,SSAP01,
C001035,,Susan M. Collins,majority,5,01541,SSAP01,
H001061,,John Hoeven,majority,6,02079,SSAP01,
D000618,,Steve Daines,majority,7,02138,SSAP01,
M001176,,Jeff Merkley,minority,1,01900,SSAP01,Ranking Member
F000062,,Dianne Feinstein,minority,2,01332,SSAP01,
T000464,,Jon Tester,minority,3,01829,SSAP01,
U000039,,Tom Udall,minority,4,01567,SSAP01,
L000174,,Patrick J. Leahy,minority,5,01383,SSAP01,
B001230,,Tammy Baldwin,minority,6,01558,SSAP01,
C000567,,Thad Cochran,majority,1,00213,SSAP02,Chairman
M000355,,Mitch McConnell,majority,2,01395,SSAP02,
S000320,,Richard C. Shelby,majority,3,01049,SSAP02,
A000360,,Lamar Alexander,majority,4,01695,SSAP02,
C001035,,Susan M. Collins,majority,5,01541,SSAP02,
M001153,,Lisa Murkowski,majority,6,01694,SSAP02,
G000359,,Lindsey Graham,majority,7,00452,SSAP02,
B000575,,Roy Blunt,majority,8,01464,SSAP02,
D000618,,Steve Daines,majority,9,02138,SSAP02,
M000934,,Jerry Moran,majority,10,01507,SSAP02,
D000563,,Richard J. Durbin,minority,1,00326,SSAP02,Ranking Member
L000174,,Patrick J. Leahy,minority,2,01383,SSAP02,
F000062,,Dianne Feinstein,minority,3,01332,SSAP02,
M001111,,Patty Murray,minority,5,01409,SSAP02,
R000122,,Jack Reed,minority,6,00949,SSAP02,
T000464,,Jon Tester,minority,7,01829,SSAP02,
U000039,,Tom Udall,minority,8,01567,SSAP02,
S001194,,Brian Schatz,minority,9,02173,SSAP02,
C001047,,Shelley Moore Capito,majority,1,01676,SSAP08,Chairman
M000934,,Jerry Moran,majority,3,01507,SSAP08,
C000567,,Thad Cochran,majority,4,00213,SSAP08,Ex Officio
S001194,,Brian Schatz,minority,1,02173,SSAP08,Ranking Member
M001169,,Christopher Murphy,minority,2,01837,SSAP08,
H001061,,John Hoeven,majority,1,02079,SSAP14,Chairman
C000567,,Thad Cochran,majority,2,00213,SSAP14,
S000320,,Richard C. Shelby,majority,3,01049,SSAP14,
M001153,,Lisa Murkowski,majority,4,01694,SSAP14,
G000359,,Lindsey Graham,majority,5,00452,SSAP14,
C001075,,Bill Cassidy,majority,6,01925,SSAP14,
S001181,,Jeanne Shaheen,minority,1,01901,SSAP14,Ranking Member
L000174,,Patrick J. Leahy,minority,2,01383,SSAP14,
M001111,,Patty Murray,minority,3,01409,SSAP14,
